MachineName,PrimaryUser,SystemManufacturer,SystemProduct,SystemModel,CPUProduct,CPU Speed(MHz),Device CreateDate,Hard DiskSpace,Free DiskSpace,IP Address
fbe-2010922,mq20035343,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,1/09/2015,244191,165559,10.41.34.103
fbe-2010939,mq70555249,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,1/09/2015,1198058,1001915,192.168.0.14
fbe-2010946,43722008,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,01/13/2015,244191,163771,10.72.122.16
fbe-2010953,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,04/30/2015,244191,184019,10.41.22.31
fbe-2010960,,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,04/30/2015,244191,184180,10.41.21.159
fbe-2011011,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,5/12/2015,244191,184658,10.41.18.139
fbe-2011028,mq20046278,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,12/19/2014,244191,182897,10.41.38.61
fbe-2011035,43314872,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,03/17/2015,244191,180897,10.41.17.51
fbe-2011042,43061885,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,01/13/2015,244191,171158,192.168.2.32
fbe-2011059,mq20151597,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,1/12/2015,244191,177362,10.41.60.162
fbe-2011066,mq20072680,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,03/27/2015,244191,178512,10.72.3.69
fbe-2011073,43102506,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,4/07/2015,244191,170311,10.72.127.34
fbe-2011080,mq96316896,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,12/19/2014,244191,163559,10.41.43.164
fbe-2011097,mq20022321,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,01/13/2015,244191,175889,10.41.54.99
fbe-2011103,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,01/13/2015,244191,184606,10.72.2.115
fbe-2011110,43643183,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,01/13/2015,244191,169356,10.72.178.14
fbe-2011127,mq20022304,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,01/13/2015,244191,178237,10.72.3.163
fbe-2011134,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,04/30/2015,244191,185049,10.41.22.235
fbe-2011141,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,04/30/2015,244191,185076,10.41.21.62
fbe-2011196,mq98003275,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,12/19/2014,244191,178696,10.41.69.204
fbe-2011202,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,03/17/2015,244191,181515,10.41.19.102
fbe-2011219,mq20152069,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,03/27/2015,244191,170555,10.72.3.185
fbe-2011226,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,1/09/2015,244191,185305,192.168.0.11
fbe-2011233,mq20151906,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,1/12/2015,244191,175210,192.168.0.17
fbe-2011240,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,4/07/2015,244191,177837,10.41.21.80
fbe-2011257,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,4/07/2015,244191,196313,10.41.21.201
fbe-2011264,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,4/07/2015,244191,183209,10.41.21.13
fbe-2011271,mqx802932,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,01/13/2015,244191,143325,10.72.28.170
fbe-2011288,mq20149754,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,01/13/2015,244191,155109,10.41.66.98
fbe-2011295,mq20046060,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,01/13/2015,244191,169678,10.72.3.52
fbe-2011301,,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,04/30/2015,244191,184323,10.41.16.137
fbe-2011318,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,04/30/2015,244191,185041,10.41.20.217
fbe-2011325,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,4/07/2015,244191,196322,10.41.17.20
fbe-2011370,MQ42753929,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,12/19/2014,244191,165544,10.41.90.4
fbe-2011387,mq20153196,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,03/17/2015,244191,157909,10.41.19.20
fbe-2011394,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,03/27/2015,244191,181412,10.72.2.140
fbe-2011400,42919797,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,1/12/2015,244191,136493,10.72.66.144
fbe-2011417,mq20101412,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,1/12/2015,244191,169420,10.72.3.176
fbe-2011424,mq20153778,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,4/07/2015,244191,154929,10.72.3.128
fbe-2011431,mq20120519,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,4/07/2015,244191,196305,10.41.19.112
fbe-2011448,mq20153888,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,4/07/2015,244191,162702,10.72.3.198
fbe-2011455,mq31837921,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,1/12/2015,244191,79186,10.72.0.250
fbe-2011462,mq43817483,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,1/09/2015,244191,178948,10.41.21.109
fbe-2011479,mq20152455,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,01/13/2015,244191,168790,192.168.1.102
fbe-2011486,mq20096327,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,04/14/2015,244191,181776,10.72.3.230
fbe-2011493,,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,04/30/2015,244191,183075,10.41.18.160
fbe-2011509,43186793,Toshiba,Portege Z30-A,PT241A-03E001,Core i7-4600U,2100,04/13/2015,244191,173844,10.0.1.19
fbe-2038728,mq20102056,ASUSTeK COMPUTER INC.,UX31A,,Core i7-3517U,1900,03/19/2013,244191,188221,10.72.2.148
fbe-2038919,mq20120530,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,91951,10.41.26.130
fbe-2038926,mq20120519,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,02/16/2015,244191,186303,10.41.18.96
fbe-2038933,MQ20149059,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,186464,10.41.19.214
fbe-2038940,MQ20143102,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,189941,10.41.16.107
fbe-2038957,MQ20126781,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,74744,192.168.1.102
fbe-2038964,MQ20133960,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,66300,192.168.1.124
fbe-2038971,mq20112749,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,66935,10.41.77.43
fbe-2038988,mq20006694,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,189941,10.41.18.204
fbe-2038995,mq20096845,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,84598,10.41.67.26
fbe-2039008,mq20069839,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,90942,10.72.2.29
fbe-2039015,mq20113061,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,101761,10.41.27.147
fbe-2039022,43095240,Toshiba,Portege Z930,PT235A-04D04X,Core i7-3687U,2100,10/07/2014,244191,33497,10.41.89.184
fbe-59881,mqx803033,System manufacturer,System Product Name,,Core i7-4960X,3600,6/02/2014,5257676,2012273,10.41.42.219
fbe-60426,mq20123301,,Core2 Quad 2660 System,,Core2 Quad,2660,09/14/2012,500105,108161,10.41.68.133
fbe-60442,mq87602059,,Core2 Quad 2660 System,,Core2 Quad,2660,09/14/2012,500105,126089,10.41.67.237
fbe-60459,mq40469735,,Core2 Quad 2660 System,,Core2 Quad,2660,10/05/2012,500105,37671,10.41.24.10
fbe-60467,mq20120171,,Core2 Quad 2660 System,,Core2 Quad,2660,9/10/2012,500105,110261,10.41.60.223
fbe-60517,mq20101329,,Core2 Quad 2660 System,,Core2 Quad,2660,09/14/2012,500105,117430,10.41.67.3
fbe-60525,mq20102056,,Core2 Quad 2660 System,,Core2 Quad,2660,10/23/2012,500105,125445,10.41.64.235
fbe-60541,mq20097103,,Core2 Quad 2660 System,,Core2 Quad,2660,09/21/2012,500105,123494,10.41.64.250
fbe-62927,mq20019668,,Core i5 2800 System,,Core i5,2800,09/13/2012,500105,119432,10.41.25.198
fbe-84673,mq20083757,Dell,Latitude D830,,Core2 Duo,2400,07/27/2012,190780,48276,192.168.0.19
fbe-john-vm1,,"VMware, Inc.",VMware Virtual Platform,,Core i7-3687U,2100,04/27/2015,204799,179297,10.41.20.179
